,AAP,ACN,ADBE,AFL,ALB,ALK,AOS,ATVI,AYI,MMM
2008-09-11,1.163617129538121,0.7936967923958269,2.849323670935541,1.8230914123657778,0.8903638752834535,1.256410192421062,0.7781465964851312,1.4724723510585727,1.8352150755671421,1.2784101660095142
2008-09-12,1.1663418139251043,0.8167645361970233,2.854759341585564,1.864960708807184,0.8811438047163443,1.2604768649716596,0.7725871208286693,1.5080966082955911,1.8466366459035313,1.282072121642639
2008-09-15,1.1694620316474387,0.8369659042324864,2.8612795609805977,1.9060381296934157,0.8757886351911419,1.264706449108602,0.7703668308873867,1.5323178394280212,1.8591390646378894,1.2855122805074541
2008-09-16,1.1735833204181523,0.8393513504362151,2.863208457177911,1.9399806094388294,0.8709220575848772,1.2680900926410434,0.7724591087129581,1.5226113810561261,1.8740144970911272,1.2890325702837668
2008-09-17,1.1811570848820503,0.8587873474249328,2.867855991784342,1.9869621420115142,0.8643513391128841,1.2717478524871257,0.7644935337209107,1.5370410276777047,1.8854971193547103,1.2924312334438557
2008-09-18,1.1862942722599203,0.8728466760752377,2.859782523348502,2.0555337933324953,0.8576566743747187,1.2758043412896456,0.7599694150448152,1.5414236284558465,1.9007491727113752,1.2957525279452304
2008-09-19,1.1931301382001567,0.8976690887554899,2.871368330242686,1.970816937676299,0.8489545083751838,1.2796720783608202,0.7632788358278467,1.5584177103411805,1.9152546015346394,1.3012084758966118
2008-09-22,1.198500573561144,0.8968003668686542,2.8876434456041062,2.0223728221156163,0.8428887676933834,1.282037215294867,0.7628845112337066,1.6543712275865874,1.926253252560064,1.3053934844728765
2008-09-23,1.2037916255449637,0.9211091514550408,2.9077469004963534,2.1481453710480203,0.8401061022874992,1.2864301044517128,0.7573569226197254,1.624951873879583,1.9376984869169602,1.3086440115201423
2008-09-24,1.2076711709196637,0.9260671451251028,2.9189214716480336,2.179704329987363,0.8370078449570173,1.2907608236135832,0.7551590178977341,1.641545340025011,1.9510117064724986,1.3101671777920882
2008-09-25,1.2121293997337401,0.9245584605455078,2.9377618000001307,2.130571487434667,0.8341634313383354,1.2953426085607633,0.7529049500161771,1.671676154816885,1.962377864492244,1.313973059064411
2008-09-26,1.2159082165663344,0.9278374290761454,2.9612205291271194,2.264500644398709,0.8322992185796342,1.3005112125836882,0.7574049331981775,1.6973761162142555,1.973197275201835,1.318009677883324
2008-09-29,1.2169361930873155,0.9086856096047683,2.9849873686926722,2.2928673322719635,0.8300433827721586,1.305138189584425,0.7592909101391533,1.7246662455804356,1.9848063472204593,1.3219616892793322
2008-09-30,1.226264293104032,0.9149773525219438,2.9984553118015915,2.328826124192538,0.8257284901208155,1.3089028746179132,0.7565968222823837,1.7290643667979981,1.997752650568164,1.3254922321961344
2008-10-01,1.231535165904561,0.9209880748852656,3.0240048115860825,2.318039865534386,0.8233675961211049,1.3130129251286933,0.7570243662095096,1.7404768666344252,2.0059130357303765,1.3290557309408368
2008-10-02,1.2376645089984077,0.9312823808338904,3.04597025388016,2.4039819559844284,0.8210480574520259,1.3171056755061232,0.7545289305993443,1.7517644989598886,2.0174749787542647,1.332827345524838
2008-10-03,1.2425525281572587,0.927562828643583,3.0635465847280536,2.3998633729752847,0.8171123506837078,1.3212867916750874,0.7947962501334688,1.7444269270295107,2.0302021099510963,1.336070619385924
2008-10-06,1.2487850942861805,0.9224674817656416,3.0821411231467417,2.416031958494638,0.815369868922934,1.325162097819394,0.7981326706750385,1.7434486451300817,2.043598695875142,1.3394414758173165
2008-10-07,1.2537031141380326,0.9346642131676122,3.09507750911868,2.432395972741319,0.8094450950283446,1.3278049438504806,0.8020207749620684,1.730598016826685,2.054430683879797,1.3424537927725055
2008-10-08,1.2619170378641285,0.9491526023567898,3.110383390979195,2.426687359654188,0.8039380202630267,1.3308584299116617,0.807638947116033,1.7311962177267617,2.0691228960650117,1.3456248854737163
2008-10-09,1.2680758667173384,0.9607877527412195,3.1202093876244996,2.4130385760151944,0.7979292487977876,1.3328987321024266,0.8198488536329338,1.7278807579261313,2.08226887896963,1.34832519561852
2008-10-10,1.274297219503143,0.9800461825695883,3.1257412236816995,2.3935745351133355,0.790410203048184,1.335129205116906,0.831243684880435,1.725177536813223,2.0991233463451597,1.3508498311751547
2008-10-13,1.2809766915661172,1.006472869443165,3.1316528790274027,2.3688372480790516,0.7830890113878819,1.3371231995341426,0.8421079665363024,1.7223201624709656,2.113598209165209,1.3533073945082041
2008-10-14,1.287213561347627,1.0134969105541296,3.1482925962894868,2.3510528838721023,0.7790265026332059,1.3403667000858048,0.8471778873412713,1.747167501387893,2.1249587184309973,1.3564360317497774
2008-10-15,1.2933656674182075,1.0169104464210739,3.1620928168021236,2.3434042125633323,0.7749783595234382,1.3426773805641514,0.8522216992708962,1.7576645643987798,2.136828205510419,1.3595499548283418
2008-10-16,1.3003606906410257,1.0244421587767012,3.169415211007526,2.327545495257813,0.7706963228183565,1.345825525175347,0.8631823137968605,1.7660180918933797,2.1507422526762774,1.3625587635217395
2008-10-17,1.307046579838945,1.0496683771804949,3.1785644117919256,2.310870961297804,0.7685184503127329,1.3480562828742475,0.875261639948324,1.7753238628752657,2.163141782140673,1.365611050754313
2008-10-20,1.313006535881705,1.067800278431344,3.194457522443722,2.308728558909189,0.765322969827786,1.3508251600693155,0.8831036303710891,1.7992281520794335,2.17520388114191,1.3689826478281373
2008-10-21,1.3181453821429594,1.0721297180724214,3.207475977035497,2.2912668127884497,0.764215916288955,1.3541210574119469,0.8863577931801745,1.822897393315186,2.187171354687769,1.3724107505159966
2008-10-22,1.3231418377591255,1.0719539714241015,3.2179875141622167,2.267438082635251,0.7619731415353717,1.3569542972236301,0.8938837731894537,1.8395134241951567,2.1989687880768725,1.3757065509961866
2008-10-23,1.3284790098469315,1.0791602145525385,3.2286359222705783,2.2372686033792735,0.7592539013076752,1.3597427247841813,0.8988672186243729,1.8594299487470858,2.2111307467864276,1.3789963298277905
2008-10-24,1.3336925075463295,1.0892657571850788,3.2401631904943557,2.203327978998423,0.7563686309432237,1.3634461317289954,0.9055976500703761,1.8785984694753528,2.2225261743881823,1.3845484797753769
2008-10-27,1.3380380944221313,1.0903106475645974,3.2541226242016883,2.1876502967171225,0.7543351744636733,1.3670507828773926,0.909558641296269,1.893419138076833,2.233956422523834,1.3859683613669855
2008-10-28,1.34249239486022,1.096989711675025,3.269130443889223,2.167873537141996,0.7519513452847176,1.3711834529148814,0.9133860965140912,1.8935699236247556,2.2453279427988204,1.3919220286965883
2008-10-29,1.3464764093537933,1.0954876366976376,3.290789824880882,2.164362467749825,0.7481699320491136,1.3765545077414907,0.9176441092409908,1.904465434907321,2.2552591403776425,1.395906044058297
2008-10-30,1.3501382674344107,1.0885145610622846,3.3168208947687288,2.1742086049019322,0.7459053455124802,1.3815448909035892,0.9198702802791777,1.9205064075041585,2.264607235347087,1.3999390831436327
2008-10-31,1.353235652858722,1.0565024151133933,3.3467440617163002,2.1510749469394983,0.7512489950994358,1.386435045900893,0.9198876264481806,1.9906679002443544,2.2732672095908004,1.4042802680471906
2008-11-03,1.3578138597984544,1.0542165033721598,3.36754495439857,2.164298637407226,0.7509556689301454,1.3904283689784958,0.9298919640444167,1.995156917241642,2.2841140464063296,1.4083943631434996
2008-11-04,1.360825516917537,1.0521936490902453,3.392491322412155,2.1680938907187706,0.750491694196497,1.3948726454952853,0.9286544436342383,1.957405581045474,2.293997312952364,1.4130831853106525
2008-11-05,1.3618162916642942,1.0356756923104946,3.3642680513504595,2.2010053418177904,0.7528860491610645,1.3994844975081893,0.9251302878881167,1.9667689829294581,2.3016539696555482,1.4176663269027652
2008-11-06,1.3634134160439542,1.0277712658230165,3.3922935647099663,2.2212499088924282,0.7539368499646464,1.4043165933618091,0.925876680588168,1.9609461427363692,2.3113504207786533,1.4218224094240708
2008-11-07,1.365553057266479,1.0434233546161782,3.479908986034422,2.2300191154948457,0.7553367931121702,1.408578805831098,0.9142924474157996,1.9561421532256094,2.323975972154602,1.4258609995678961
2008-11-10,1.3678168848009236,1.041568114676575,3.4958146964821006,2.2462081214262866,0.7565888194487282,1.41328486075925,0.9199755051538663,1.9643833934724009,2.335839032294967,1.4302237260036614
2008-11-11,1.3687115419052245,1.033855441588061,3.516911202016774,2.2678197507074698,0.7576177170338029,1.4184411050742218,0.9240931896289293,2.029926308667137,2.3472720878796807,1.4344475275782689
2008-11-12,1.3716970536566766,1.0245242332556832,3.5340208674728424,2.2977277958923708,0.7576133963920892,1.4218815517967667,0.9208337017846828,2.04884788614255,2.357757593780353,1.4385141629459115
2008-11-13,1.3750288354506126,1.0276236743726965,3.553928968818493,2.364008847130399,0.7523011215355442,1.424977158662029,0.9104468811584973,2.01137427678759,2.3711204376514137,1.4398252805669562
2008-11-14,1.3788403720070312,1.035729598351271,3.5923285267472638,2.346402021633179,0.7571088906213383,1.4293354271744567,0.908358836880882,2.0804947842958175,2.381508359419065,1.4457131071331437
2008-11-17,1.3807375166499958,1.0404698185854524,3.616990744360657,2.415054679572938,0.7544657030484692,1.432931144834795,0.9005071302138486,2.0373964007777055,2.3932892411776474,1.4496040956331766
2008-11-18,1.3837202910090138,1.0456380401837058,3.6330452077988316,2.41568417713648,0.7558541171650994,1.4367687778430247,0.9062384944311749,2.023738735365048,2.4075473171945627,1.4510956831031578
2008-11-19,1.3865012422772727,1.0532768017165142,3.648008298880168,2.4249802221549444,0.753205989641006,1.440914373051558,0.9061504378391596,2.0150918861391416,2.4202475467977997,1.4545627395407124
2008-11-20,1.391162354356747,1.0635041103395035,3.6638531053008947,2.420120347970822,0.7484251393016665,1.4431290606894613,0.9054299574305247,2.0085855066094624,2.4346114958020886,1.4578770102210319
2008-11-21,1.396968452570301,1.0827681675615208,3.6821556243083173,2.3855199611789004,0.7444279943257792,1.4454144605568233,0.9144056287929447,1.9852428576909897,2.450567177654569,1.4609362752349484
2008-11-24,1.4009552243651917,1.0999172707915679,3.6973152928395816,2.373093181429687,0.7383769010443009,1.4479772461175415,0.9183333369464433,1.9952015080431968,2.4667012843768297,1.46408930777315
2008-11-25,1.4064072069133906,1.0935036569425582,3.7038228643915097,2.3634203575913517,0.7335762974983969,1.4507659861975482,0.9255060012028384,2.0041967205021702,2.4832693877142176,1.4696124966438746
2008-11-26,1.4094794937853052,1.1212357408446725,3.716795968326455,2.326795099572915,0.7280901712209169,1.454524865584724,0.9360922159123285,2.0132510708647327,2.497728642379245,1.4731606046904615
2008-11-28,1.4110466992115058,1.0955232512116295,3.741719877735517,2.3389106828756385,0.7255287485266009,1.4577205455386542,0.9352833131209186,2.068917711700403,2.5117695608871835,1.477194166111095
2008-12-01,1.4124446805141635,1.0804376004650083,3.7667915567157544,2.3498225583964083,0.7241205459877379,1.4628281073341616,0.9350566666955719,2.0861849806105948,2.5246626145553734,1.4819396816520929
2008-12-02,1.4155182660697907,1.0998479497127294,3.784659461710367,2.3972624752776026,0.721427886630981,1.46649612783651,0.9301804299378068,2.0368049644336663,2.5383333940549058,1.48255389151561
2008-12-03,1.4179475755376547,1.0815215792198285,3.809144224711993,2.3635540988379105,0.7196857893179274,1.4703071108157209,0.94003197195491,2.0392762166826452,2.5504638732697487,1.4860537155560407
2008-12-04,1.4207090463711902,1.0694690990451727,3.841141927985126,2.3774436442021627,0.7184761573469253,1.474367312711003,0.9439982156303759,2.046802377562658,2.5612121572230073,1.4896923316607023
2008-12-05,1.424055817131233,1.0882944813931448,3.8568548224340926,2.3858416060443264,0.7164901979959974,1.477982501779576,0.9458513366182313,2.031005820447562,2.5733132792525777,1.4930721855915334
2008-12-08,1.4255003696624182,1.0910732065693924,3.883702041609461,2.4111192982346745,0.7159049683808962,1.4814327679565369,0.9405633279828003,2.0316434426687993,2.58226070645193,1.4964783640999941
2008-12-09,1.4263863215993102,1.0904314431560116,3.8464390990297423,2.445249046670977,0.7204864115620744,1.485502379220212,0.9351571096909802,2.1035648842173287,2.590784565817011,1.4995802244622718
2008-12-10,1.427483610948005,1.074324307917418,3.877740423609044,2.4659582757842573,0.7212092470806136,1.4890868846026901,0.940133678042806,2.064635493151874,2.5984559417804403,1.5028628791666079
2008-12-11,1.4267552950738756,1.0777228622125,3.9158864698440694,2.4995120578772747,0.7232123318961874,1.4933494715765225,0.9350738841867229,2.0721130456148016,2.604342184129472,1.5067463180024423
2008-12-12,1.4279042631103,1.0781485166288374,4.018752513673578,2.549393908202317,0.7205785410025745,1.4970041383202943,0.9341202857693569,2.083718634734506,2.6105849137323798,1.5103664233602188
2008-12-15,1.4276883582138522,1.0878092665108485,3.985054687094688,2.58593819714644,0.7276113740692493,1.501928518658472,0.9332054027540025,2.081423389930957,2.617919696564879,1.514057311266396
2008-12-16,1.429023571530867,1.0767155551777765,4.071845977029974,2.6073577657496734,0.7233059911407568,1.5066646013032403,0.9321278403526897,2.060207271726357,2.624383024573742,1.517520323322649
2008-12-17,1.4303017556830646,1.0815590859277227,4.031980247838142,2.6404302059838174,0.727903234719949,1.511176938980249,0.9437571796496086,2.066026826525853,2.6310106826695985,1.520724088981944
2008-12-18,1.4324145442185285,1.0807843506597992,4.121485752636374,2.6694702930236796,0.7259388473327257,1.5158132873721977,0.9447308447004364,2.0571713972906216,2.6375801133272962,1.5241454254262874
2008-12-19,1.4339540724981654,1.0813027148035546,4.15222157606408,2.6840358675479936,0.7156555817047476,1.5199464564035456,0.9436336278114433,2.044808565428985,2.6439069448764427,1.5274495448230347
