,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
2008-07-16,0.8515387449728795,0.8489099666431725,1.3619359160439322,1.8850788302515977,1.210413137233956,1.1741574492511995,1.135517368011599,1.389417306402668,0.9061844434636602,1.074851702057797
2008-07-17,0.8708465587187816,0.857065454637172,1.3606428649228053,1.9116237655267276,1.2125530303565601,1.176960051893353,1.1410311048746178,1.3978800017919695,0.8852001962284927,1.0774446309899082
2008-07-18,0.8759454444916631,0.8508105968437525,1.3619594144686138,1.94477591110863,1.2162307172020137,1.1838222247288748,1.1449343175478788,1.4004841436104343,0.8609885856375928,1.079952492373093
2008-07-21,0.8813272241632799,0.85177100641776,1.3687819910217858,1.9521379300364614,1.2209260966258504,1.1885013997654934,1.1493798835847382,1.4077283352095433,0.855640535979603,1.0817463432615322
2008-07-22,0.8895895637174153,0.8562334209966537,1.3729248249902875,1.958768008004632,1.2260970846331862,1.1931119684612739,1.1543803734521823,1.4083895022020905,0.837118242324596,1.0834793590593115
2008-07-23,0.9161751853335821,0.8590399519596555,1.3945631811062125,1.9802867608809558,1.2299881974508833,1.19973390030899,1.159335837927539,1.4230667806222583,0.8265473054009042,1.083175696489604
2008-07-24,0.9243521707864627,0.8679386233593602,1.4017923611236474,2.0047342210598487,1.2336094810271685,1.2031589660752289,1.1631912679435699,1.4366072258814375,0.8198087697636339,1.0842511825022114
2008-07-25,0.9236663437757652,0.8689632535269528,1.4113061833694296,2.024920947376553,1.2374474047304496,1.2126633832213178,1.167660253347015,1.4300243377524775,0.808612482924647,1.087460925645876
2008-07-28,0.9238843585053957,0.8741424682615564,1.4188727687292486,2.0442629854797714,1.241077321925519,1.220023131992826,1.173064042954623,1.4288320672447496,0.7917774898842306,1.0895289076641852
2008-07-29,0.910612803435656,0.8728308377339407,1.4202174068714402,2.0515281242505936,1.2480643987925875,1.2267346417953373,1.175746227474431,1.4177652719564269,0.7680383765135008,1.0928665375079412
2008-07-30,0.9283229535763865,0.8857765131989122,1.4292001763060296,2.085467434889978,1.2500206689716975,1.2328260940967766,1.1815608642025204,1.4225980560389986,0.7462808131712648,1.0942585575244537
2008-07-31,0.9489407247873554,0.8894839113983053,1.4311699785368308,2.09192686953688,1.2540554682725762,1.2375319199080164,1.1868408806531525,1.414956513047345,0.7293719539161276,1.096781658582644
2008-08-01,0.9531226748065464,0.8956600925670944,1.436162372357276,2.110369098757505,1.2582830214845542,1.244586048383853,1.192303915086263,1.4097226612302434,0.7145666017401016,1.0996169323075817
2008-08-04,0.9518408217350371,0.8950467316444227,1.4653057943670822,2.120639879903566,1.2645359740203377,1.24811412710137,1.197437592937778,1.4099727412907268,0.7232912702248003,1.1020281302895525
2008-08-05,0.9494799509478973,0.8924552940792193,1.4914616133304777,2.1578177024551235,1.2699161338176972,1.2503016664889723,1.1989040342419228,1.4220303051173007,0.7408203104256,1.1028940798798308
2008-08-06,0.9580414925590022,0.8851010305318168,1.5079305089511776,2.166123637112065,1.2767998724778142,1.2509158844306283,1.2074459818592294,1.4228780515673016,0.7606047986080273,1.1035179917610174
2008-08-07,0.9514766707043891,0.885211198486369,1.5357854243304772,2.1624510640536276,1.282364255479159,1.256508323778897,1.2132309438600526,1.4219928828729855,0.7631671820350464,1.106304476604227
2008-08-08,0.9665774672190114,0.8803795769760532,1.5606534126949905,2.173006658727824,1.2882753754992522,1.2645261161329762,1.2163519824091362,1.417034259857202,0.7685914888842207,1.1084755612541495
2008-08-11,0.963755342589558,0.872714297194851,1.5737264007826886,2.1916813628886564,1.2939650896490944,1.2676800579714338,1.2226770741408388,1.4258262125525527,0.8036076484526372,1.1089007812878668
2008-08-12,0.9719265236673221,0.8698659545946894,1.5973214853841533,2.1958282742825683,1.298470554245645,1.2738302218248534,1.2279728574233888,1.4253073068614501,0.8264479075843818,1.1106233510912011
2008-08-13,0.9736365704602964,0.8666142674527766,1.6237919111608954,2.195386879227255,1.3040514991869836,1.2769567664191264,1.233061670733361,1.43184146984578,0.8500030799227855,1.1111135863873325
2008-08-14,0.9686930064540735,0.8638446282645231,1.6337992323681294,2.182962305504017,1.3104583004325208,1.2781764198035042,1.2398311393432144,1.4250400417669518,0.8674051640148388,1.1136716423564603
2008-08-15,0.9638868527314691,0.8651422112688432,1.652946005605152,2.182030258232515,1.3157903076624535,1.2790456779331287,1.2459811266603322,1.4264014901654334,0.8857674085987418,1.115500227921909
2008-08-18,0.9609079741440472,0.8647343077092952,1.6711411130563691,2.1756532294546607,1.320881605785475,1.2835286880660277,1.2520510205605506,1.4272539767110897,0.9012343259444312,1.116601553923584
2008-08-19,0.9613287544536463,0.8622960471380952,1.693147956140614,2.175551965293561,1.3271328504436273,1.2846443167835693,1.257226659602727,1.4315485081753279,0.9181650775144454,1.117722522647857
2008-08-20,0.9548015002376337,0.8657591413505804,1.7277372151468589,2.1866419100104624,1.3329652905545646,1.2860624899267115,1.2576256230733973,1.4156210922884855,0.9128211682830846,1.121253794085779
2008-08-21,0.9560004572757523,0.8588880320785388,1.7469975511888953,2.202197245147091,1.3404864682466255,1.2879667859892008,1.2603931385536589,1.4362412980608865,0.9514575200286699,1.1231208651610691
2008-08-22,0.9518737798613239,0.8597801201530759,1.770273824984785,2.1873929562595182,1.3483242704422993,1.2892095099207106,1.2643218859931806,1.4457256553736428,0.9857175714304314,1.1245115796992005
2008-08-25,0.9672007769456332,0.8559430548957119,1.7975696165580053,2.1817585190548088,1.352611593462818,1.2878252920108153,1.2716079374153106,1.4528155222246408,0.9895159759936608,1.1274099545849547
2008-08-26,0.9493672165111128,0.8498411914150465,1.8242736718103192,2.187928904080126,1.363666375449323,1.2905593409344995,1.271446158471906,1.454758885742652,0.9928134754451324,1.1280466919713865
2008-08-27,0.9382968943916562,0.8522881377668476,1.8450171290521342,2.1941344639403075,1.369687526554057,1.2906946610371333,1.2780488297534798,1.4658268484978139,1.031897457468632,1.1305768795937041
2008-08-28,0.9425080536689319,0.85767915809634,1.8644253606486454,2.1841191732501017,1.375288960551449,1.2902925034417647,1.2859567530807428,1.4858265747104182,1.0588221934721358,1.1328704426686522
2008-08-29,0.9608507363964582,0.8493174383555105,1.8772544520837804,2.216423509850803,1.3792162211351462,1.28997840838848,1.2940889763190775,1.4978657028830014,1.045682963038548,1.133206648884429
2008-09-02,0.9392671036706844,0.8535978152821411,1.9196736880957652,2.2307599701201317,1.3888910829246273,1.2923316457995129,1.2926728274600134,1.5009698123589494,1.0463055511362769,1.1363784174006573
2008-09-03,0.9556118119646989,0.8525927186955427,1.9366514708767952,2.2524518615242735,1.3942705347619666,1.2911898512945887,1.2963405287717331,1.4857663894851332,1.0633449860315192,1.1374229252261756
2008-09-04,0.9702582462912583,0.8483767422106331,1.9340833004503746,2.258624303532955,1.4022005301204201,1.2923217214290452,1.2999217142876385,1.4653146636242862,1.0644866254974592,1.1391691018874477
2008-09-05,0.9939407609405215,0.8428792477097768,1.9593509004874416,2.2617129900281605,1.4096265465371416,1.2916988079211393,1.302805918505424,1.4579206727581302,1.0688391682867247,1.1404785913252868
2008-09-08,1.0005331933935198,0.8428304584088061,1.9938468355947374,2.2740438998813066,1.4167410416450075,1.2918139214770288,1.3074750789545955,1.445990182536176,1.0788606307715094,1.1418946968152075
2008-09-09,0.9901837041579037,0.85022496518058,1.9945934874845679,2.2961884457095025,1.4187632425113503,1.292728857536655,1.3113601955460337,1.473659845447783,1.1282896218920782,1.1393065413087937
2008-09-10,1.0314643546871456,0.8399460816434444,2.019939488372418,2.319141027198461,1.4276947228770474,1.2931202826581867,1.3130584313264801,1.4472573135857052,1.128644433134916,1.1404351428858395
2008-09-11,1.0255845358755216,0.8483967725985772,2.0366987088243627,2.314629941990462,1.4334691275586544,1.296426554757148,1.317285610610665,1.4532052384952767,1.1415621781216578,1.1408089426606076
2008-09-12,1.038496611243788,0.8521638105152337,2.048281942109933,2.3286823521869238,1.439130945719484,1.297282303012865,1.3192616890167406,1.4491645073339443,1.1594583652937467,1.1408790857869124
2008-09-15,1.0471893701869592,0.8534381718237964,2.060649185852946,2.338650155195016,1.4447966090169433,1.2985408462723305,1.3232290944378249,1.4506796203642716,1.1788915536434985,1.1407612124840556
2008-09-16,1.0647447610317098,0.850001540762509,2.074023808492661,2.366677687084443,1.4511869522822556,1.298876664410526,1.3258491033970834,1.456592615432623,1.2130564445348249,1.1402133337540976
2008-09-17,1.0870677796872679,0.8498282042504774,2.093169634889009,2.3982682968411955,1.4562421651930753,1.2978086884475102,1.3287852659591586,1.4512692611516196,1.2585652914107759,1.1402982515384992
2008-09-18,1.1037315510091625,0.8463919246112446,2.101293311144421,2.4211713206000174,1.4598282768042965,1.298473272279256,1.3348907019009237,1.4558088591669136,1.2789751186864013,1.139602680446583
2008-09-19,1.1127977309246533,0.8474966380748002,2.1213453189774776,2.3960214936291635,1.464853315088051,1.3042730568908163,1.3397945433687015,1.4726393354562508,1.3218673337899198,1.1389034208032254
2008-09-22,1.106645633484399,0.8635733869714992,2.1603850812541894,2.3731700263192854,1.4706672941863435,1.3083967083521904,1.3454914336406043,1.493303650155731,1.355806700478099,1.13514518922661
2008-09-23,1.1261831727743616,0.8613952960752577,2.1427308607021827,2.4006918343489883,1.4753346794206204,1.3057676631112969,1.3506126063047084,1.4879273698083662,1.3711422804167146,1.138926551434123
2008-09-24,1.1171198250128653,0.8617993780893713,2.1447055115268863,2.4151852020158007,1.4840184138446952,1.3042043358282245,1.352943925705605,1.4765447605557864,1.3846414623866115,1.1400908632437439
2008-09-25,1.1147059718149475,0.8600730347516663,2.154853281363521,2.4064551255710103,1.4905498068222143,1.3033947389331249,1.357195407212,1.4709096228880991,1.4022132046497466,1.1420586977034692
2008-09-26,1.114463066264852,0.8647447835426552,2.1570469031100923,2.4201156453304495,1.4970293743754868,1.3063289015012667,1.361807642301257,1.472882220732026,1.4059385391691177,1.142161775512789
2008-09-29,1.108580109584345,0.8758260904775008,2.1676580406457306,2.426052641866947,1.5010962327277237,1.309751433345944,1.366738081172814,1.4885377773635795,1.424538292425649,1.1432243976170162
2008-09-30,1.135498994873236,0.8620333956759239,2.185215414114408,2.437120015082638,1.510681309717945,1.3108922234830427,1.3720797610410134,1.4681988384119253,1.4206687820897026,1.144087389118332
2008-10-01,1.134540717590161,0.864530101008194,2.205695633960135,2.450555747108546,1.515935339303911,1.3079471945482692,1.373817122698751,1.4747907151922783,1.444321830026944,1.1447627498270847
2008-10-02,1.1261751999037957,0.8539904749974475,2.2061317217574326,2.467462824819852,1.5238703976239414,1.3134183172923097,1.381257472933663,1.46872474114174,1.4290192727978974,1.148698752298282
2008-10-03,1.1073206245581337,0.8434997129470934,2.2343110447992336,2.481281604787588,1.5315541583681118,1.3186579729843815,1.3861194064988387,1.4821159034604539,1.4329801268511186,1.1513923952979335
2008-10-06,1.094668828643366,0.8340268630373111,2.2591881743390165,2.5040649586138404,1.538976904438319,1.3224087784941667,1.391694666460702,1.4920717544985065,1.4421856281120995,1.154571176145602
2008-10-07,1.078430532769361,0.8242563508982644,2.2808451819022424,2.533004712557939,1.5457464065692008,1.3253448280179478,1.3977179777908473,1.5012387661872821,1.4483450356829684,1.157318157357935
2008-10-08,1.0748833513473692,0.8148621235699429,2.304401204592978,2.5548106072731978,1.5522982564735819,1.3307214968487067,1.403534562904757,1.515973776969405,1.4552800091162168,1.1598903756122436
2008-10-09,1.0655099239149428,0.8066097447903795,2.3277017373676374,2.5843226540325213,1.5587172240856095,1.3299400245466795,1.4094131107946741,1.5365954512689033,1.4557504149224607,1.1624948829681896
2008-10-10,1.0561218932901193,0.7961710089397773,2.357028862672691,2.613086050931617,1.5650709326402321,1.329880959084651,1.414921731356411,1.558472011599209,1.4587956761529115,1.1652707003993905
2008-10-13,1.0495552173899827,0.785874937634691,2.386927317549458,2.644762403725412,1.5709371146751083,1.3319258780347285,1.4198223561304033,1.5841237707786557,1.4622685611513737,1.166278702074736
2008-10-14,1.041920410775468,0.7736715199455356,2.414562693113402,2.694828250371898,1.5767763457209072,1.3297474013762864,1.4228325169859917,1.6015766470281458,1.456124303039962,1.168683617540569
2008-10-15,1.0269851111817196,0.7650220583177385,2.4435508300078475,2.7228690453832303,1.5828341084461486,1.3316524309596922,1.4274995215835795,1.6180715289983056,1.4635438840695911,1.1708104045602163
2008-10-16,1.0126961019044303,0.7569736986944952,2.471092678221565,2.748064621009738,1.5893391477016343,1.333040748056697,1.4325560350305093,1.6335327986048116,1.4673219221393945,1.1734218024946776
2008-10-17,1.0015002414448908,0.7501264626177276,2.5014852789730373,2.773334907437088,1.595199713210174,1.3339771853734055,1.4371934025734552,1.6490913403918244,1.4793903389498966,1.175303873191511
2008-10-20,0.9903530486690918,0.7456357896979418,2.5278601705209116,2.7945797448179484,1.6012712891905951,1.3339929103132129,1.4420308477277892,1.6613665695751798,1.4855404470578968,1.1774822086688659
2008-10-21,0.9811261585261746,0.7400212563567388,2.557072353517125,2.8142811109091554,1.607504034963692,1.3329652604864533,1.4468844812274677,1.6700116383066943,1.4824318788195305,1.1800174944310833
2008-10-22,0.968534163080991,0.7332978338906457,2.5893690213467067,2.839869175631711,1.61323392758487,1.3315547052614303,1.4518532549922245,1.684638588161831,1.4919463514925366,1.1827862959471016
2008-10-23,0.9571215258466247,0.7274127191984534,2.61870054473924,2.8680749875945635,1.618527609693584,1.3309176095761517,1.456937033911038,1.6987244371179844,1.4962081689954605,1.1846996167045512
2008-10-24,0.9555551263995559,0.7189089961076733,2.646892621422004,2.891888438830958,1.6231125439995124,1.3321202695881378,1.463220707454604,1.7159078088592696,1.4997344513406652,1.18685022627331
2008-10-27,0.9288843097978753,0.7132699204672415,2.674084114009675,2.9267946998739838,1.629832870311159,1.3293689438921383,1.4660274041334609,1.7203845167478065,1.5062872470572222,1.1895359457709005
2008-10-28,0.9259848027783851,0.7101160312084782,2.697861140172352,2.934170537456935,1.635197396801774,1.3329954715652956,1.4720393608980373,1.7348528780571495,1.5189340948636025,1.1919028098006317
2008-10-29,0.9169842549667472,0.701809027001361,2.7180191181224522,2.9745285570239965,1.6395466256866347,1.3329488978732291,1.4770161549920124,1.7377160043929718,1.5100970640050382,1.1949285744096798
2008-10-30,0.9064272558973627,0.6993800482128101,2.7400708906410673,2.9920158014159544,1.6451676736422156,1.3335069426887924,1.4826491703719054,1.7379780323435188,1.5173968859479052,1.1978377860857532
2008-10-31,0.905703478096901,0.7031990522188875,2.7815793772398067,2.9942972652168254,1.650190937894603,1.332117437932489,1.4885298451159508,1.7366353244031691,1.5137796559910066,1.200610862905841
2008-11-03,0.8996501173744273,0.7018743167139014,2.7998913964726366,3.004632460773182,1.655146030037068,1.3328301907463853,1.4941748697677446,1.742212502059339,1.5238177807792441,1.2024259983866452
2008-11-04,0.9094408932011009,0.6964156548649326,2.8146177013764366,3.0187731824499435,1.660966221140836,1.3320682788234346,1.4971650956348483,1.7530192460469847,1.5214418464373454,1.2047331078243706
2008-11-05,0.9163564444739711,0.6955387947847772,2.823283711150669,3.0188606256740806,1.6645900017363595,1.333799120374748,1.5034952889094448,1.753019366854845,1.5304434806772957,1.2092370220086281
2008-11-06,0.9164065199727545,0.6913503170742563,2.837502273193515,3.016901272116695,1.6700309286563342,1.3358794446005486,1.508005797818998,1.7607686602911063,1.5342819619061612,1.212957156699749
2008-11-07,0.9153660938455264,0.6803140546578808,2.8505201384496486,3.010034819429874,1.677339626807398,1.3363766882214787,1.5097910152343803,1.7467878901014722,1.5277844605132844,1.2174652599831268
2008-11-10,0.9166618767427734,0.6766197452709631,2.867908253660169,3.010265612859535,1.6826665383870214,1.3360883386392792,1.514198597684001,1.7528623789753244,1.531677300304972,1.2211732746930615
2008-11-11,0.8983027843883117,0.6802466894767036,2.8906704495203805,2.9873476839304773,1.6892067902118597,1.3427297638718718,1.5194202655705178,1.768575328891121,1.5358601330324952,1.2264664232352969
2008-11-12,0.9025304559779388,0.6775732034495132,2.908297825374186,2.991768847916732,1.6946788681858809,1.3423343485572494,1.5241012278273165,1.7783695588996764,1.534375572553054,1.229801181747302
2008-11-13,0.8987145267356854,0.6736967336761536,2.9163661050800096,3.0139772195280194,1.7019206044684405,1.3440904432475933,1.526196348365033,1.7869558897979652,1.5483581356839902,1.2321916823512222
2008-11-14,0.9129667139161888,0.6702716368196614,2.9379980123324043,2.9922332794353688,1.704560660814169,1.3466791604441741,1.5339023386518664,1.795890194843504,1.5301603012673213,1.233380910493425
2008-11-17,0.9219554791328934,0.6610411188033489,2.950877665001338,3.0264455127311196,1.7104207518848549,1.3513884687293174,1.535895586531323,1.8073368513137191,1.540105391649829,1.2373674528268
2008-11-18,0.9132532461919732,0.6581988473952827,2.970478041519325,3.0383224656779517,1.7164500848786601,1.3508593929954809,1.5397522261273058,1.815079421687851,1.54546028321113,1.2398199761249797
2008-11-19,0.9193329601513253,0.654188531344088,2.9881898493944092,3.0426408117743935,1.7219236419562338,1.3529585909311215,1.5435062586686121,1.8305115177148612,1.5480326530277595,1.242410968978044
2008-11-20,0.9308381805087462,0.6489099887003359,3.0094564567108586,3.040139943882136,1.7284728068769515,1.3547026131089765,1.5465007161405113,1.8503982429477412,1.5672797795723044,1.2450975575869772
2008-11-21,0.9375385867722967,0.6408342262972107,3.02847258388301,3.053764565559039,1.7344106815323537,1.3573005900782134,1.5498453394915237,1.8783805951686243,1.5749154408524817,1.2475127806272772
2008-11-24,0.9424654635392293,0.6317894152008174,3.046258733898586,3.0657051085012625,1.7404142318644045,1.3590280581466594,1.5551750203455432,1.8944745990085299,1.5777517336709757,1.2509729068533901
2008-11-25,0.9719956370281596,0.6291018699998866,3.0706699745007144,3.0831699433217206,1.7429346080585653,1.3589529760724404,1.5597746361653813,1.9289596908674949,1.57720701185094,1.2510282349819526
2008-11-26,0.9596968871386944,0.6243438353837725,3.086118315195749,3.0832065557151025,1.7503778745278553,1.3591499600089687,1.5627339407625138,1.9434894444693855,1.5857874588181151,1.2551969161382477
2008-11-28,0.9685192949158627,0.626572294825405,3.1157886741676446,3.0876421684873376,1.7549514624398408,1.3616411718303745,1.567663859820322,1.960810129558318,1.5759356337437787,1.2578969295358537
2008-12-01,0.9496766993981608,0.624064703430607,3.1386419446339024,3.096872401615364,1.7627265528649927,1.3617742435107936,1.5719314615320923,1.9677069705564794,1.570545855220673,1.2615604880763243
2008-12-02,0.9543067373333991,0.6155837108292652,3.108489644830544,3.138484206595852,1.7698784197258814,1.3581092673311668,1.5769235416078993,1.9739080305887298,1.5647064689501449,1.2665507322016547
2008-12-03,0.9541752485362234,0.619122942711676,3.125148568805355,3.169449920029513,1.777264536428401,1.362414888957462,1.5791968060448132,1.999560128531808,1.5804398872692755,1.2670456208187437
2008-12-04,0.9582631179090509,0.6159416200355352,3.1264018744526396,3.209219915417947,1.7817489111347338,1.3647289811251242,1.5849573234756322,2.010816730774426,1.575352688659924,1.2704261298617066
2008-12-05,0.9537993963069676,0.6092859565594106,3.123717774792252,3.240312605190722,1.7893402701853653,1.3652438843511832,1.5901923164834981,2.017670176903297,1.5788624311609136,1.273466919941115
2008-12-08,0.9587185003918157,0.6096624517537903,3.130459257781544,3.2698102432348755,1.795189626884979,1.3682494968283612,1.594528399269096,2.0376889419618,1.5820704950737288,1.2755409480336561
2008-12-09,0.9761883252466556,0.613819795408144,3.1269960190038693,3.2823502109684437,1.7997122744607355,1.3690162450357246,1.604885474641398,2.050713195032216,1.572499408115389,1.2800192524689369
2008-12-10,0.993030864336516,0.6155269256145796,3.131261876934622,3.334184033812495,1.8057863948059105,1.3723265601043992,1.608156473823878,2.0717255504742376,1.5818648726590463,1.2813933478801545
2008-12-11,0.9884906945744653,0.6142875094629394,3.1246361762169865,3.354664111931288,1.8108250659078382,1.3712937175458069,1.6145775906114856,2.0667262841998295,1.5831682085916778,1.2869943609838947
2008-12-12,0.9764285907809584,0.6164348394663508,3.1316579076783144,3.372872611453997,1.817426559675465,1.3761014366096194,1.6175089521978576,2.079922166712552,1.5938494405787642,1.2897180340923302
2008-12-15,0.9973949745997683,0.6202805306002995,3.1252133738443515,3.3900983063632837,1.821301531863556,1.377333851717158,1.6269076917919598,2.094450328393207,1.5948965737175278,1.2931101596200658
2008-12-16,0.9868516925290065,0.6247078582463271,3.1469309772556793,3.424507581386444,1.8276753727782808,1.3820375028666845,1.6296339336477752,2.12434271724062,1.595228786514372,1.2935664908971778
2008-12-17,0.9993360377128958,0.6296424707455014,3.141641092698011,3.442832276918342,1.8329673238095303,1.3850776262631346,1.6384160554112666,2.144060371678407,1.6069738526055264,1.2952042548274503
2008-12-18,0.9971148388020278,0.6291612969922902,3.164183381861617,3.461398451766463,1.8398085125257764,1.3869056556289205,1.6437136191581914,2.1642737303388113,1.6135955687540349,1.2962109634588923
2008-12-19,1.004046966212663,0.6281138643505468,3.178089776581025,3.5120653693817894,1.8435894528361088,1.388666352695181,1.6485555157505223,2.173350722241768,1.61542956017035,1.298354013718424
