date,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
2008-06-11,-0.3437205565447701,0.09415407666004538,-0.5465536043242607,0.29035373302259554,0.5615091981342102,0.5311989356873531,-0.10331388143833989,0.4677785189566376,0.3650486744255691,-0.2983059075573504
2008-06-12,-0.3614058119306064,0.10791497670845467,-0.5837792707414164,0.3477936155545731,0.6088894240442605,0.552032148064591,-0.1273900280144671,0.5154574287597922,0.39159808552756503,-0.3335178348225688
2008-06-13,-0.3960498270185778,0.10277806366237312,-0.640790873391253,0.3637293626378956,0.6331135431627295,0.6321573778490219,-0.1460936156354794,0.5680918394553393,0.42594310530613305,-0.3629219376513766
2008-06-16,-0.41297051636541243,0.09171529579152217,-0.6601179298846094,0.42745462795377887,0.6680568985259865,0.6700462265425581,-0.13070536604683883,0.6269892293806254,0.43592604108286,-0.37242724501179436
2008-06-17,-0.4470828692861156,0.08634456007055924,-0.7160379673865824,0.47644486829362215,0.7139794959552083,0.70344999246946,-0.14729707175242823,0.6530610604537663,0.45788396956401356,-0.3760896108629898
2008-06-18,-0.4935967395124653,0.10109702941537178,-0.7652510636392559,0.5417656178934208,0.7463011347933283,0.7556913280084132,-0.16049413011833538,0.6650742797722475,0.4854541013517896,-0.3994632462112834
2008-06-19,-0.5456525355210949,0.10561306086574399,-0.7971087009524412,0.5629010414189424,0.7730732754465669,0.8181361800296388,-0.18421532865438597,0.7022038511380516,0.5323665386305325,-0.3935306177402571
2008-06-20,-0.5841772855896415,0.11830531632539784,-0.8612526762918591,0.6250441236349326,0.8105558227904471,0.848032952654218,-0.17511275811163315,0.7103871243177727,0.54584857331487,-0.4139564849756962
2008-06-23,-0.6503445972768152,0.12747568163196188,-0.9376294061329007,0.7055990897242796,0.8691097508570376,0.8729334390476355,-0.1824506283894835,0.7502153524881401,0.5670704963019033,-0.4331127784956758
2008-06-24,-0.6892491703959239,0.13881453920518205,-0.9796487521547667,0.7584028786951942,0.8964733776665516,0.9057278980761583,-0.17509715718986582,0.7813161171922087,0.6007298018503102,-0.4472169831706828
2008-06-25,-0.7519086556671452,0.12487563085418421,-1.0523458714614213,0.8185984976698607,0.930682635982593,0.9750995083620189,-0.18056919852821263,0.8042409043620664,0.6243133916289918,-0.48432403928545137
2008-06-26,-0.7778390709619041,0.15986169907136116,-1.0985136736110828,0.8676566552475858,0.9537823570468935,0.998149140862016,-0.18380348593369095,0.8389434210303028,0.6515441778572592,-0.496512493115307
2008-06-27,-0.8356803261603417,0.15207130179437614,-1.1491967310623563,0.9266040383692837,0.9820355846591722,1.0442499355120038,-0.18204110944301582,0.8855401023726863,0.6667924621632622,-0.4955918327862475
2008-06-30,-0.8768363520852955,0.15355816610133288,-1.2009909711471074,0.9936955215464315,1.0008540013442389,1.0769076386919254,-0.18544499221337474,0.9290920701891798,0.687378284832084,-0.5102696970607077
2008-07-01,-0.9368785520171268,0.15704261947013753,-1.2406881360650694,1.0358033498056634,1.006705712207933,1.1170965442696943,-0.17758240606753084,0.9511135509058123,0.7161984193201364,-0.5124193879425973
2008-07-02,-1.0056757394577895,0.17598799546593066,-1.2716825421337599,1.0964932563887702,1.0222377080942897,1.1386969109322433,-0.1486731790719912,0.9619642907595729,0.7419484909083781,-0.5128131058746647
2008-07-03,-1.0895488311457846,0.1909783008138723,-1.3051342846279372,1.1331602007492647,1.0190181948614574,1.1680624552517367,-0.13106359962681968,0.9768371716926146,0.7841006593553694,-0.5059817770219035
2008-07-07,-1.1643552033967886,0.18840118423977034,-1.3469601695848397,1.1862121349760306,1.0068343514284157,1.195735808130682,-0.12719141618127533,0.9897914564404239,0.8244386722389859,-0.5008998138701116
2008-07-08,-1.2321995072217122,0.19523773761596466,-1.3897806956508936,1.2349986460892046,1.0055522002133719,1.2235624928320112,-0.12421618053540512,1.0098711801222933,0.8609840721604849,-0.49317834258046905
2008-07-09,-1.311631913043011,0.20816293134709576,-1.430839599079288,1.2805039199860777,1.0085274663077297,1.2437167317844877,-0.12203985165728626,1.0402403020411806,0.908192625164289,-0.4844118730694546
2008-07-10,-1.391428860438952,0.21180931854055185,-1.4759497461016275,1.3219536958190685,1.019452098792695,1.2609681750074742,-0.11309673798919097,1.0590954576832912,0.944238778819489,-0.488497287662718
2008-07-11,-1.4685008131258674,0.21828055322064602,-1.5178664887375715,1.3697705448294664,1.0223509132683417,1.286770205824306,-0.10502576845803975,1.0542875782585175,0.971332819183283,-0.492367167029192
2008-07-14,-1.5483587965942935,0.2233206760948279,-1.5568627659004852,1.4127932529561713,1.0246296651752864,1.311022767747524,-0.09515379433087898,1.0591334726023052,1.007668836835018,-0.48535729951286577
2008-07-15,-1.6046155477703252,0.2175846083494227,-1.5916196078926488,1.480193001261372,1.0232153476521832,1.3415149384188443,-0.11522156094831461,1.0846922975213729,1.0547752099836596,-0.4973339775299237
2008-07-16,-1.6834937336352749,0.21048993659045934,-1.646966863223729,1.5030324139395792,1.03200327660936,1.3738544651726567,-0.08133020009543576,1.0738663225705598,1.0698181644890106,-0.5114182843567391
2008-07-17,-1.7433871183175642,0.2068289999195026,-1.6836533908855689,1.5146391616029233,1.045628360775623,1.4076565872096496,-0.08551956321121591,1.0833197721475467,1.1075164825385033,-0.5102599721681131
2008-07-18,-1.8049607545770672,0.196736651619031,-1.7433249647520144,1.537357892826285,1.062054623689196,1.4459232732284246,-0.07180121075458813,1.0883172723543244,1.137533616384422,-0.5142303661392712
2008-07-21,-1.8612889967270687,0.18395293705721252,-1.809194729485064,1.5538781159249495,1.082931552781383,1.4789413013475758,-0.057123053570262344,1.0894581972012847,1.1643159599093682,-0.5281817823095334
2008-07-22,-1.921772290304493,0.1564828805964246,-1.8645462686455563,1.581720562201028,1.1139624963038601,1.5223229825469264,-0.047851017381984065,1.123358392692958,1.2005553640983984,-0.5325744705649031
2008-07-23,-1.947208003212495,0.13329943494216442,-1.9110003891043916,1.604846691837699,1.1450728472481628,1.5598604832380734,-0.008781352291781008,1.1357696788733052,1.2168086466089025,-0.5157611393256646
2008-07-24,-1.998198190832662,0.1353820560859317,-1.958557365250593,1.620490647820828,1.1473812482103394,1.6006940869207602,-0.0027606566529839744,1.1507755738230057,1.2613198948818143,-0.5503074833697481
2008-07-25,-2.034497052747317,0.13586730041826492,-2.0084960084690033,1.63312593204679,1.1617047492276957,1.6356986665681468,0.013988773145529295,1.1636000431748343,1.2930130067899601,-0.5736510205034667
2008-07-28,-2.080588838843503,0.14326806918223664,-2.060173860164998,1.6417673509927906,1.1761381711238887,1.6751559167713421,0.012980318676014048,1.1374251310217043,1.3436529937016095,-0.6006394409431584
2008-07-29,-2.1208163954586996,0.1280386040338564,-2.1118698129342155,1.65375875496751,1.1941736941265326,1.7066276299478074,0.038920031967182224,1.1778845964130025,1.3606220865854255,-0.6181219037407819
2008-07-30,-2.17335515291583,0.12996407751072736,-2.170092217525394,1.6768782538309825,1.2188937693557707,1.7422764593863909,0.02899987365633345,1.1994586111826524,1.4038321302280712,-0.6477602764810856
2008-07-31,-2.2025592344554137,0.1361739806989227,-2.2212605713260265,1.6854167622673784,1.2343916431058863,1.7762418648567906,0.039002595148242954,1.221475669189787,1.437658008565495,-0.6657454438544128
2008-08-01,-2.248183707502564,0.13940596340430458,-2.27086622569425,1.7078199389095432,1.276929836827196,1.834467631575706,0.055278272650403255,1.259088192216639,1.4503206948025495,-0.6815102064861478
2008-08-04,-2.28093814406241,0.14864744073741226,-2.3114487014836747,1.704054253209045,1.3180007229537882,1.887378362694726,0.11549411892147379,1.2895101839501864,1.4590054811811537,-0.6596263375867674
2008-08-05,-2.325725555961924,0.1275803122568434,-2.35300958586406,1.7491431001706195,1.3591118774837276,1.9526902551798844,0.09674440034701066,1.3332752153993082,1.4695161503562852,-0.6975548903891642
2008-08-06,-2.35863737918063,0.13962605196019098,-2.3919864181581993,1.795039876974562,1.402385155276237,1.9920330082781288,0.09447554978278538,1.3838339678896483,1.4865204504451204,-0.7346710208339713
2008-08-07,-2.4359089848499687,0.1575264052121488,-2.4304043928063663,1.8080535101115303,1.432406030379155,2.048703791454581,0.113298112171155,1.4206700781587436,1.5081390995769484,-0.7632145644509137
2008-08-08,-2.4552470628272713,0.16049521107396428,-2.458837818508076,1.8456618385557253,1.4727098374235665,2.1063787077075387,0.11209392927752833,1.467128547391312,1.5319234661110641,-0.7778955896670706
2008-08-11,-2.5011476062649134,0.17322094642919397,-2.499958043510308,1.877530508987175,1.518231618735963,2.155276944988712,0.09975066438236427,1.5177143163218616,1.5505089369516756,-0.8195152454792927
2008-08-12,-2.556078875301386,0.18155410157392404,-2.5392847838296144,1.9134037076360133,1.5570500236838851,2.2043727747347357,0.09494371371089114,1.5573823229217325,1.5625277762653507,-0.8399703093738513
2008-08-13,-2.60533935686324,0.2008647653530096,-2.586271989339396,1.9454549222477375,1.5985496067586105,2.261509277464833,0.0916089706590084,1.5798988309090192,1.5658090335213044,-0.8720046131805247
2008-08-14,-2.6545484726449184,0.2078539057625774,-2.6342568203218555,1.9676415259178435,1.6441367106679103,2.3220460684464768,0.0886383172476616,1.6176927458875825,1.5661010229592671,-0.8947581370949834
2008-08-15,-2.6931152250828188,0.22540020634325353,-2.6756555554608816,1.9901134220448136,1.6831943642450802,2.373790767859296,0.08488983591392885,1.667103551509713,1.5748270681092726,-0.9199674616380354
2008-08-18,-2.750272741573484,0.22950681315824528,-2.71889962096634,2.0198202830022187,1.7245808002689897,2.4239776190281943,0.0801399380786337,1.7035178977254282,1.581314402768117,-0.94558238944476
2008-08-19,-2.7954308647491284,0.2990544069722372,-2.7826928789381586,2.033131559358344,1.7808638599647735,2.4315924943373166,0.08620693258423705,1.734032370065767,1.5649596869926907,-0.9710646992395833
2008-08-20,-2.8919653646863837,0.29995210654347465,-2.8434641197758044,2.048158778723173,1.8261150636773555,2.5035804746452732,0.09047103055112378,1.7533744258104302,1.593877043900607,-0.9626353641225233
2008-08-21,-2.961105124718465,0.3095338398786429,-2.903275632606146,2.092928077676367,1.8614835603276956,2.552362839142605,0.10328275656542393,1.7880359568962436,1.6004483892347667,-0.9934202815003915
2008-08-22,-3.0507517295329287,0.28405938341654385,-2.92390021700916,2.133048300236161,1.9189118531744365,2.634055844723189,0.07993085825530431,1.8354430038490837,1.6374365303050937,-1.0042010218339188
2008-08-25,-3.08007634856158,0.2915737832760305,-2.9796550681219838,2.1394893031047832,1.958489945413874,2.6425791427258063,0.07908599788652138,1.8437023007470332,1.6589277048319866,-1.016220263079097
2008-08-26,-3.1633075825023416,0.3152824675937522,-3.0258997743947726,2.196645941592936,1.9726104774493671,2.7120994938622784,0.09872225529277193,1.863292831961158,1.6390660195505338,-1.0321188116736253
2008-08-27,-3.2330066558796924,0.299713162526433,-3.061938055602053,2.243543838275205,1.9971242659800226,2.7924340356040913,0.102280495996324,1.9134401970945465,1.6392089705795616,-1.0555501401649712
2008-08-28,-3.2731084787485476,0.25105347613452866,-3.065242789428049,2.2952643856305834,2.0238111503551948,2.860951228695527,0.07818152387562036,1.9830786639678935,1.6642820690255555,-1.0805957489742428
2008-08-29,-3.3146487702383074,0.27894426555570523,-3.084064993277205,2.3115350114189828,2.0342265607104153,2.8711321880001397,0.10469369282356752,1.991723094125735,1.6575805021239403,-1.0563648930128833
2008-09-02,-3.3757306795195032,0.2731279394433205,-3.1253098792874257,2.3491334979003797,2.0865409319149992,2.925725736443249,0.0964922826486097,2.008009260354766,1.6743038422349676,-1.055247562717493
2008-09-03,-3.422060668992913,0.2712884251543041,-3.189122248921432,2.3844811116266333,2.141530794859937,2.982988280179426,0.06298852412275499,1.9988117117848268,1.7023930159829417,-1.0801353701635552
2008-09-04,-3.491400669334154,0.25532228136653495,-3.255464154850709,2.4242560501910466,2.223117904053602,3.010622157516686,0.03771566439574227,2.02355681783734,1.7312973487964216,-1.0704437753670415
2008-09-05,-3.54531978750987,0.2322586322891874,-3.3101468040965267,2.488499509150319,2.266092936912205,3.041888933440548,-0.0046788273996418855,2.042871966683816,1.7348781716446888,-1.0853523816954531
2008-09-08,-3.60677392730701,0.19141979876970844,-3.3177696981138554,2.534056699653062,2.288579957352111,3.1348873851755306,0.03331978287121311,2.029779317077021,1.7356494725574496,-1.0735233481756215
2008-09-09,-3.662517661039458,0.17664826446878323,-3.4111055367986176,2.5702250653677265,2.374117049236902,3.160173433254631,-0.01569766662131837,2.065819481338864,1.7599624957126438,-1.0952150693659202
2008-09-10,-3.6937417989580204,0.14593773707639762,-3.4594756659003827,2.6239098601928954,2.422914700979379,3.2201995131050856,-0.03441439230837488,2.083353108364739,1.792380110544051,-1.1158142032506486
2008-09-11,-3.7474834591697017,0.12067300909876286,-3.5207077916791016,2.673788549650787,2.4715673437780827,3.2773667490899085,-0.05456614143634414,2.09421350313563,1.7989138064246037,-1.1312479657165853
2008-09-12,-3.8066200475624616,0.09826296975190464,-3.572050627699432,2.7289390936191618,2.5176570256348656,3.33588566331005,-0.06803442178888902,2.0959207698533024,1.8092371125273654,-1.137252452707986
2008-09-15,-3.868882385989196,0.06257430426133902,-3.621585205192625,2.7649355855698006,2.560776969672696,3.3950645924318206,-0.06145400379514071,2.097480168712154,1.8271256292713776,-1.1288900498768506
2008-09-16,-3.939020832119374,0.03754863787987497,-3.6697183361407326,2.815100160573534,2.6121206723998287,3.469202531843507,-0.09020569506319873,2.122388907503728,1.8206637164259725,-1.1440716276268406
2008-09-17,-4.0054149056246775,0.02386094194938984,-3.7321316696760944,2.9024234668104762,2.676229562735273,3.501128645218873,-0.10151299040835346,2.137864659473478,1.8084330384117115,-1.1445160596476156
2008-09-18,-4.07248651904515,-0.03306734937596015,-3.7642502743032593,2.954700836465132,2.718205507298514,3.6045713911258734,-0.12949196657077316,2.1472262347221136,1.8586723411638157,-1.164877563999734
2008-09-19,-4.103004945613429,-0.07716900331012264,-3.812401484756123,3.050569651561054,2.7663410100976216,3.621803006342702,-0.12763052663189492,2.1925467044754536,1.8656025302147912,-1.1657081654311507
2008-09-22,-4.1805742612886885,-0.07531433163887524,-3.869917194667002,3.1188769875987874,2.8119476463858675,3.678150570277265,-0.10759491336763367,2.187623898081701,1.8838031310560057,-1.1889460000512964
2008-09-23,-4.232922656202081,-0.06789270953399774,-3.9317904422194325,3.1418253159571234,2.8535126659879873,3.7069857554596926,-0.1165881097645399,2.175558963107801,1.9042349781662642,-1.2052233494156535
2008-09-24,-4.309300358100515,-0.08659417495596458,-3.9753996323962673,3.173544628618112,2.9147567447889116,3.7568402441821496,-0.13747403321036009,2.192111333602298,1.9202626323892111,-1.2128336950410654
2008-09-25,-4.360452632902536,-0.1022524151448925,-4.0198186730732575,3.2208151485694945,2.9587522014794563,3.7846924907051864,-0.12651950527525244,2.195891391987798,1.9557860669508151,-1.2358415346906864
2008-09-26,-4.442106195595346,-0.13953113063488878,-4.052928319641315,3.2819359789212825,2.9931806756121855,3.8251919063278703,-0.1178953872327873,2.1980130753238387,1.9759830213840806,-1.2301633154643214
2008-09-29,-4.502866629592167,-0.15647493612658378,-4.114474550202717,3.319216269011261,3.053077099314132,3.8529987992624073,-0.15894530430761583,2.2309606662384485,2.0126987814851507,-1.2856619997801042
2008-09-30,-4.546551806821152,-0.18154183714925534,-4.1384638249495245,3.36767339843165,3.104510218614993,3.897531305642902,-0.13668171713431784,2.2557835211506285,2.0254186656874182,-1.270766191168205
2008-10-01,-4.5984355943598105,-0.16401115412689568,-4.184273014616793,3.4280367389746824,3.146339496951927,3.9206429845301423,-0.1355715875687648,2.2526652127251965,2.0598226364888985,-1.3238281403142254
2008-10-02,-4.6498402985103295,-0.13924066181133876,-4.21685443507737,3.4943841215505005,3.16124744051066,3.9509503162018667,-0.12925319779772465,2.2998136442104427,2.0871727673380183,-1.3457132745614642
2008-10-03,-4.717492986636304,-0.13147300259790531,-4.254039578129287,3.5608354651827288,3.186788035396192,3.9757030891521894,-0.13369093418360337,2.3229625589960454,2.1211401775732246,-1.3590580883174326
2008-10-06,-4.794800826057044,-0.1254024169357836,-4.289449001006536,3.6476309293163287,3.199014981355682,4.008960368745406,-0.14548206135426128,2.3556441589883086,2.1586988273501766,-1.388883322418015
2008-10-07,-4.857227303434277,-0.12722730004884453,-4.317951768612562,3.733604833860128,3.222018360994067,4.035297260383317,-0.14484620005969423,2.3801103740142047,2.1996207229303777,-1.4173363673800041
2008-10-08,-4.933977876863081,-0.12626346065377106,-4.352728518844976,3.8222116394107797,3.2400736981523934,4.069093431241118,-0.14497398682772777,2.409608640324495,2.2217109852745773,-1.423662961097824
2008-10-09,-5.029085209509648,-0.1325446983891406,-4.396149701815618,3.9070402583367168,3.2516672097965125,4.097128427750091,-0.14324487365898375,2.419138600717628,2.23590757532671,-1.429353369560336
2008-10-10,-5.109267534124349,-0.13960880028374828,-4.4402572313335895,3.9960307632512184,3.26746704250527,4.12277457034091,-0.14070957594644318,2.442336291681274,2.2463010342038943,-1.4404426941995645
2008-10-13,-5.1726819948233205,-0.1555026868808018,-4.477486669722413,4.041980985351751,3.311733178825205,4.13497271702516,-0.13436302048494378,2.4581135634477507,2.2529604766719458,-1.4282284087900854
2008-10-14,-5.240509433412944,-0.15258393674886261,-4.5192890637811285,4.109878171580713,3.332443812198146,4.154932669728409,-0.13062747304057976,2.4863025685176434,2.2702560622694263,-1.4392221593958283
2008-10-15,-5.3112559319541,-0.15558255212622796,-4.561691165117534,4.1770969046568425,3.3520969197556703,4.173120816292232,-0.12212343952334366,2.512955920660237,2.290301338583296,-1.447662777649528
2008-10-16,-5.379562707617805,-0.15904473506247346,-4.612458604195043,4.252358171502013,3.365025953614575,4.193636867483861,-0.1198471877452374,2.533117202532651,2.301637495225288,-1.456775133836919
2008-10-17,-5.444244030738949,-0.16462993339450935,-4.663242981637188,4.317710463546262,3.3858487463110505,4.214964530617578,-0.116662485310831,2.556408334669592,2.317054845891919,-1.4670506207562102
2008-10-20,-5.5156358623160795,-0.16342414236370428,-4.704847921262682,4.375614874491953,3.411092600405795,4.234033540463174,-0.106662013319689,2.575608348682276,2.3427470913124737,-1.4836106029076854
2008-10-21,-5.593652332871795,-0.16571956969593987,-4.752741051488309,4.431826129867147,3.4341403664174863,4.253398194090761,-0.09950443475681123,2.5967277500138937,2.359254938645501,-1.489001529934614
2008-10-22,-5.65781185176204,-0.17561628694725143,-4.802056872458242,4.4929782328287065,3.4572789447196786,4.27616202781717,-0.09093036390634725,2.618668241893113,2.367491283897898,-1.500224864158245
2008-10-23,-5.729740873098497,-0.20222169325718709,-4.848570112299396,4.562047483257784,3.4914324012650773,4.308602841797353,-0.08978337725240283,2.650986983482802,2.3938479082749393,-1.5230856856229176
2008-10-24,-5.777110222097167,-0.19412821135730435,-4.894262342279563,4.598054522700812,3.505020050461555,4.3115842494973995,-0.0763569756475065,2.67073289252122,2.394086933209532,-1.5285598777762226
2008-10-27,-5.837688215163394,-0.2058293148505426,-4.9449346514216455,4.664991569210039,3.5413607856507605,4.345865053736465,-0.06856955972419958,2.7193954025963833,2.4239399829292507,-1.564968876287637
2008-10-28,-5.885483196673204,-0.21480133650619146,-4.982513887387679,4.695136346094958,3.5704794621369427,4.36799122189804,-0.08204645340255565,2.7493855759486183,2.454353525857166,-1.5777292495596258
2008-10-29,-5.9255356331935065,-0.216008547774901,-5.029136899237502,4.733478523057856,3.5985126821787423,4.387594885189202,-0.0788643027130566,2.7849798872631633,2.476748103966943,-1.5998703814973432
2008-10-30,-5.967653732747624,-0.22799267948876642,-5.058829618692074,4.785669697740044,3.6382823705645047,4.405238294544438,-0.09271448521011506,2.8672786191328252,2.5036174353830893,-1.614193152016912
2008-10-31,-5.991634124165918,-0.24038692543216064,-5.082450466684713,4.825436358384965,3.6398722250191895,4.446904829367124,-0.08446685112326417,2.897902396711682,2.5450581005757904,-1.6460518383907201
2008-11-03,-6.058706926287841,-0.2528592522237919,-5.133592881539348,4.846236092010424,3.6850332168965494,4.472022909428618,-0.08576527139840613,2.9279733003085786,2.5837117701206065,-1.6555905764991392
2008-11-04,-6.091181690045468,-0.2299505038273101,-5.186991689707268,4.875939102261175,3.730659185152221,4.492360775914071,-0.09510562944851922,2.9842020436965444,2.615232407165011,-1.6972066351049215
2008-11-05,-6.133084066409392,-0.22143202349468918,-5.228021084875827,4.916409746817608,3.773016608097104,4.504919697142574,-0.1154931357166758,3.031553126109561,2.6587490347170037,-1.7209383022927405
2008-11-06,-6.178440384657874,-0.1959078191607982,-5.279740600425814,4.965937515230719,3.828159902151097,4.507404270317307,-0.15717141174844917,3.049739370919287,2.6968445916774186,-1.7504632268048859
2008-11-07,-6.224837177737848,-0.19343663297053465,-5.322943001281615,5.007756017339217,3.873641517785804,4.516092979838389,-0.17010274812996015,3.0914692671767274,2.737350234205405,-1.7696936919974493
2008-11-10,-6.26521555959518,-0.19592683782022247,-5.367186465692625,5.043968358890951,3.9249514858101935,4.542473804500118,-0.2085507498634961,3.118426096197473,2.7962721119180522,-1.8073425249682353
2008-11-11,-6.302732945636806,-0.20436902361062,-5.398893436004091,5.089634359121029,3.9767203162917037,4.563853027529346,-0.22242667003330602,3.1554983112901263,2.822191879002386,-1.83697121034007
2008-11-12,-6.341209300520008,-0.18423044046816223,-5.455511290241848,5.144718492208199,4.017570369378343,4.550700354427232,-0.19016926726875874,3.180221823852539,2.805224293260146,-1.838436818717425
2008-11-13,-6.361770432784623,-0.21735800714614975,-5.47179813908516,5.222065508793134,4.063340666513417,4.612149073388936,-0.23948762764653944,3.235705062735339,2.8597117591949823,-1.8943086588449873
2008-11-14,-6.419880786235759,-0.20879693338828453,-5.5300595038681255,5.263230995705501,4.121686637624964,4.618562767361253,-0.24121046563302748,3.263217312222728,2.8766166020998387,-1.8885391830196068
2008-11-17,-6.464702124828785,-0.1964760748873291,-5.571974716537527,5.3137598289527155,4.150964790776669,4.633594403788951,-0.24823054876506,3.281092809876906,2.882215182114145,-1.8966285286594033
2008-11-18,-6.5160681059633205,-0.20386661233826586,-5.615605258154975,5.369897095049084,4.199597660023084,4.653622564133936,-0.2636792610909812,3.3225000173454355,2.907953567543027,-1.9136413081996009
2008-11-19,-6.583122679090896,-0.21229537373516544,-5.666226425984339,5.440522845959138,4.248726229024206,4.6835261054982755,-0.2678531480443951,3.362111205444174,2.9318716329547265,-1.9364691711556279
2008-11-20,-6.647417330460947,-0.2302124615091019,-5.709295666606206,5.514372407586856,4.292009150386241,4.698726675396338,-0.2672060594504152,3.3915709371942,2.9646783580046523,-1.9460095977203922
2008-11-21,-6.724958270073704,-0.24341895522429485,-5.745816345140267,5.597869737656272,4.316832112645264,4.730024165513267,-0.3029795415393239,3.4197260890281447,2.998311153307939,-1.9816440531956272
2008-11-24,-6.761406250463355,-0.28603528889143814,-5.774160858886964,5.6795323580053845,4.364241897794633,4.764779187677697,-0.29614765834992735,3.4747924342714245,3.013746782768663,-1.988090184187675
2008-11-25,-6.801597264123471,-0.297722549242133,-5.8042166870144705,5.7241163756748925,4.3800859542282655,4.818836245330183,-0.30802297004229484,3.4792758575682514,3.0582519934673034,-2.011121057212619
2008-11-26,-6.840068004287993,-0.30713594757461204,-5.846502297604208,5.786146878411024,4.433857419781765,4.836226131885156,-0.3371714410827694,3.5407066582997055,3.090970702752881,-2.025083708027931
2008-11-28,-6.898471115547154,-0.31589097823252243,-5.889371566112777,5.8024864481406775,4.49550857799577,4.850884525053316,-0.3475372808051606,3.563347728673901,3.1315175818799648,-2.031877525442994
2008-12-01,-6.949253266491511,-0.3041339291591674,-5.957845531628967,5.849828595073383,4.5324009341779385,4.876488402299936,-0.3226388811156336,3.5738082114936063,3.0920009094683385,-2.0191627629446978
2008-12-02,-6.986340631417128,-0.3441424779688127,-5.999989753882976,5.859668088721495,4.556991625756045,4.939035304167412,-0.32862154363901175,3.6201748843508152,3.137570085763039,-2.024504962774235
2008-12-03,-7.0164034896687975,-0.36518209560836384,-6.035705000361942,5.882491979840292,4.610111771384627,4.987869612696677,-0.3381206710311431,3.6596838398933844,3.168893002804523,-2.026657846726908
2008-12-04,-7.061846022567779,-0.3763504078103838,-6.085153232830593,5.930538808947999,4.653042652973227,5.03207745771824,-0.3403312318019642,3.6714343083826457,3.182607247195095,-2.0401926438239064
2008-12-05,-7.100122537804527,-0.4074441984818247,-6.124690743309337,5.981529158407366,4.704902344659544,5.079694611381429,-0.3381229859006987,3.7217906704989603,3.1913022833740534,-2.0360012142439183
2008-12-08,-7.133682522485757,-0.41327595553717045,-6.1964796185431235,6.048092244335533,4.77882125156527,5.135829348198663,-0.35807191322226695,3.7888404070911066,3.2071966358243134,-2.0796677178770815
2008-12-09,-7.18760865909598,-0.44229868649763104,-6.249765179245992,6.062172358746428,4.828693762233397,5.197935150659967,-0.34762134667707506,3.8295271821792345,3.2344330194177116,-2.0759511415882113
2008-12-10,-7.234881539121942,-0.4157544997269437,-6.314129553620207,6.1044873711687435,4.896055955617846,5.234826509411339,-0.3487515672141404,3.866243578882602,3.254066665621502,-2.088412765689793
2008-12-11,-7.250272058816018,-0.4285674856220763,-6.347628155211716,6.129010789030147,4.944760404437961,5.282182466206235,-0.3467753895825825,3.9044775246707624,3.2999142429813877,-2.0858278789219287
2008-12-12,-7.3015725918323175,-0.42771175434068415,-6.427469073670964,6.172121553489303,5.0099233476126805,5.342731049173673,-0.3609327370820753,3.9598102662868864,3.318405322211665,-2.1213119362963027
